"","station","grdd","gdd","qual","lat","long"
"4892","USC00462054","4083R",4083,"R",38.9628,-81.2728
"4893","USC00462522","4270R",4270,"R",37.9497,-82.4047
"4894","USC00462709","4254R",4254,"R",37.3872,-81.4053
"4895","USC00462920","4195S",4195,"S",39.4667,-80.1333
"4896","USC00463072","3457R",3457,"R",37.5894,-81.0925
"4897","USC00463215","4018R",4018,"R",38.6756,-79.3092
"4898","USC00463361","4393S",4393,"S",38.665,-80.7672
"4899","USC00463464","2827R",2827,"R",38.8072,-79.7172
"4900","USC00463544","4388S",4388,"S",38.9339,-80.8325
"4901","USC00463798","3716R",3716,"R",38.6197,-80.3822
"4902","USC00463846","4615R",4615,"R",38.2794,-82.1114
"4903","USC00464200","4404S",4404,"S",38.6844,-82.1836
"4904","USC00464397","4769R",4769,"R",38.4014,-82.5267
"4905","USC00464763","4002R",4002,"R",39.3833,-77.8833
"4906","USC00464840","4045R",4045,"R",39.4206,-79.005
"4907","USC00464956","3643R",3643,"R",37.7333,-81.5833
"4908","USC00465224","3606R",3606,"R",37.8564,-80.4042
"4909","USC00465353","4884R",4884,"R",37.8717,-81.9947
"4910","USC00465365","4735S",4735,"S",38.1947,-81.3706
"4911","USC00465563","4734S",4734,"S",38.1025,-81.8464
"4912","USC00465626","3731S",3731,"S",39.5436,-80.4647
"4913","USC00465672","3392R",3392,"R",38.2175,-80.0914
"4914","USC00465739","3844R",3844,"R",38.8722,-78.8617
"4915","USC00465875","2936R",2936,"R",37.99,-80.6803
"4916","USC00465963","3937S",3937,"S",39.4953,-80.9047
"4917","USC00466163","4199S",4199,"S",39.0461,-78.9664
"4918","USC00466212","3965S",3965,"S",39.6167,-79.9667
"4919","USC00466248","4112R",4112,"R",39.9056,-80.755
"4920","USC00466325","4166R",4166,"R",37.5794,-81.3264
"4921","USC00466442","3803R",3803,"R",40.5261,-80.6275
"4922","USC00466591","3816S",3816,"S",37.9714,-81.1508
"4923","USC00466600","4105R",4105,"R",37.6761,-81.6214
"4924","USC00466867","3613S",3613,"S",39.1031,-79.6658
"4925","USC00466952","4196R",4196,"R",38.9989,-79.1361
"4926","USC00466989","3223R",3223,"R",38.6789,-80.1958
"4927","USC00467018","3905R",3905,"R",40.1478,-80.7014
"4928","USC00467029","4213S",4213,"S",37.5742,-81.5356
"4929","USC00467513","3289R",3289,"R",38.2061,-80.5206
"4930","USC00467552","4537S",4537,"S",38.8172,-81.7119
"4931","USC00467649","3599R",3599,"R",38.8561,-80.3075
"4932","USC00467730","4127S",4127,"S",39.3389,-78.7728
"4933","USC00467785","3738S",3738,"S",39.3419,-79.67
"4934","USC00467918","4028R",4028,"R",38.9817,-81.5658
"4935","USC00468051","3245R",3245,"R",38.3333,-79.925
"4936","USC00468308","2001S",2001,"S",38.3989,-79.995
"4937","USC00468351","3980R",3980,"R",38.7506,-81.9808
"4938","USC00468384","4087S",4087,"S",38.8008,-81.3583
"4939","USC00468614","3613R",3613,"R",38.22,-80.8939
"4940","USC00468662","4186R",4186,"R",38.6611,-80.6969
"4941","USC00468777","3228S",3228,"S",39.4467,-79.5469
"4942","USC00468986","3733R",3733,"R",39.3136,-80.0297
"4943","USC00469011","4027R",4027,"R",37.5436,-80.5336
"4944","USC00469281","3992S",3992,"S",39.1139,-78.5811
"4945","USC00469333","4084R",4084,"R",38.4739,-80.4086
"4946","USC00469336","3994R",3994,"R",38.5358,-80.4169
"4947","USC00469436","4126R",4126,"R",39.0439,-80.4725
"4948","USC00469458","4165R",4165,"R",39.2911,-80.7694
"4949","USC00469482","4121R",4121,"R",40.0567,-80.7283
"4950","USC00469522","3767S",3767,"S",37.7889,-80.3083
"4951","USC00469610","4992R",4992,"R",37.6731,-82.2761
"4952","USC00469683","4552S",4552,"S",38.5278,-81.9153
"4953","USC00470045","3397R",3397,"R",42.6475,-89.0644
"4954","USC00470124","3460S",3460,"S",44.3272,-91.9194
"4955","USC00470175","2946R",2946,"R",45.3011,-92.3631
"4956","USC00470239","2439R",2439,"R",45.1603,-89.1128
"4957","USC00470265","3115S",3115,"S",44.2769,-88.4378
"4958","USC00470273","3287S",3287,"S",43.0411,-89.4286
"4959","USC00470308","2983R",2983,"R",43.3008,-89.3269
"4960","USC00470349","2504R",2504,"R",46.5831,-90.9678
"4961","USC00470516","3177R",3177,"R",43.4583,-89.7269
"4962","USC00470603","2360R",2360,"R",46.8833,-90.8167
"4963","USC00470645","3169S",3169,"S",43.4447,-88.8478
"4964","USC00470696","3442S",3442,"S",42.5039,-89.0311
"4965","USC00470773","2806R",2806,"R",45.5556,-90.9592
"4966","USC00470882","2938S",2938,"S",44.2906,-91.23
"4967","USC00470904","2983S",2983,"S",45.0956,-91.4886
"4968","USC00470991","2559R",2559,"R",44.8558,-88.9889
"4969","USC00471044","2779R",2779,"R",44.9878,-88.3769
"4970","USC00471064","2844R",2844,"R",44.1614,-88.0803
"4971","USC00471078","3351S",3351,"S",42.6181,-89.3861
"4972","USC00471131","2450R",2450,"R",46.5378,-91.5919
"4973","USC00471205","3082R",3082,"R",42.6508,-88.2544
"4974","USC00471249","2325R",2325,"R",46.0544,-90.5217
"4975","USC00471280","3162R",3162,"R",43.7447,-90.7783
"4976","USC00471416","3328S",3328,"S",43.0597,-89.4819
"4977","USC00471568","3037S",3037,"S",44.0328,-88.1469
"4978","USC00471676","2867S",2867,"S",44.6228,-88.7483
"4979","USC00471847","2620S",2620,"S",45.8003,-91.4594
"4980","USC00471897","2674R",2674,"R",45.3575,-88.1919
"4981","USC00471923","2810S",2810,"S",45.5333,-92.0222
"4982","USC00471970","3319R",3319,"R",43.6561,-89.2028
"4983","USC00471978","2766S",2766,"S",46.0086,-92.3736
"4984","USC00472001","3236R",3236,"R",42.6781,-90.1064
"4985","USC00472165","3416R",3416,"R",44.1331,-91.5511
"4986","USC00472173","3077R",3077,"R",42.9608,-90.1161
"4987","USC00472240","2581R",2581,"R",46.3333,-91.2667
"4988","USC00472314","2587R",2587,"R",45.9169,-89.2564
"4989","USC00472556","3161R",3161,"R",44.7303,-92.4586
"4990","USC00472826","2313R",2313,"R",45.9336,-88.2583
"4991","USC00472839","2969S",2969,"S",43.7953,-88.4533
"4992","USC00472869","3326S",3326,"S",42.905,-88.8589
"4993","USC00472889","2523R",2523,"R",46.4856,-92.2875
"4994","USC00473022","3160R",3160,"R",43.3144,-90.8486
"4995","USC00473038","3597S",3597,"S",43.5706,-91.2294
"4996","USC00473058","2966S",2966,"S",43.2389,-88.1222
"4997","USC00473174","2405R",2405,"R",45.6214,-88.3603
"4998","USC00473186","2635S",2635,"S",46.245,-91.8047
"4999","USC00473332","2134S",2134,"S",46.4858,-90.4372
"5000","USC00473405","3037R",3037,"R",44.1186,-89.5358
"5001","USC00473453","2977S",2977,"S",43.3311,-88.4114
"5002","USC00473471","2864R",2864,"R",44.4169,-90.7314
"5003","USC00473511","3022R",3022,"R",46.0003,-91.5075
"5004","USC00473654","3182S",3182,"S",43.6542,-90.3339
"5005","USC00473698","2784R",2784,"R",45.2236,-91.1269
"5006","USC00473756","3109R",3109,"R",43.4406,-88.6325
"5007","USC00473800","2428R",2428,"R",46.4619,-90.1933
"5008","USC00474080","2637S",2637,"S",45.3497,-90.7483
"5009","USC00474174","3072S",3072,"S",42.5608,-87.8156
"5010","USC00474195","2423R",2423,"R",44.4628,-87.505
"5011","USC00474457","3599R",3599,"R",42.5936,-88.4347
"5012","USC00474482","3331R",3331,"R",43.0803,-88.8967
"5013","USC00474523","2514R",2514,"R",45.3333,-88.4981
"5014","USC00474546","3107S",3107,"S",42.8278,-90.7889
"5015","USC00474582","2185S",2185,"S",45.5119,-88.7594
"5016","USC00474829","2395R",2395,"R",45.8883,-89.1389
"5017","USC00474894","3002S",3002,"S",45.5733,-92.485
"5018","USC00474937","3620S",3620,"S",43.2117,-91.0986
"5019","USC00474953","2374S",2374,"S",46.7781,-90.7653
"5020","USC00475017","2657R",2657,"R",44.0869,-87.6522
"5021","USC00475091","2801R",2801,"R",45.0983,-87.6236
"5022","USC00475120","2944S",2944,"S",44.6319,-90.1314
"5023","USC00475164","2863S",2863,"S",44.1747,-90.3483
"5024","USC00475178","3110R",3110,"R",43.79,-90.0597
"5025","USC00475255","2660S",2660,"S",45.1308,-90.3439
"5026","USC00475286","2428S",2428,"S",46.3689,-90.6417
"5027","USC00475335","2997C",2997,"C",44.8742,-91.9364
"5028","USC00475364","2653S",2653,"S",45.1786,-89.6617
"5029","USC00475474","3447S",3447,"S",43.0719,-88.0294
"5030","USC00475516","2220R",2220,"R",45.8864,-89.7322
"5031","USC00475525","2630R",2630,"R",46.0667,-91.8667
"5032","USC00475563","3239S",3239,"S",44.5647,-91.6719
"5033","USC00475581","3088R",3088,"R",43.7806,-89.3169
"5034","USC00475786","3188S",3188,"S",44.0261,-90.0814
"5035","USC00475808","2786S",2786,"S",44.5297,-90.6383
"5036","USC00475863","2509R",2509,"R",45.7833,-88.7
"5037","USC00475932","2910S",2910,"S",44.3589,-88.7189
"5038","USC00476122","2324R",2324,"R",45.6358,-89.2417
"5039","USC00476200","3239S",3239,"S",43.1003,-88.5036
"5040","USC00476208","2713S",2713,"S",44.8919,-87.955
"5041","USC00476330","3191R",3191,"R",44.0206,-88.5581
"5042","USC00476357","2593S",2593,"S",44.98,-90.5545
"5043","USC00476398","2452R",2452,"R",45.9336,-90.4506
"5044","USC00476413","2413R",2413,"R",46.5372,-92.1186
"5045","USC00476646","3314S",3314,"S",42.7489,-90.4656
"5046","USC00476678","2984S",2984,"S",43.73,-87.9714
"5047","USC00476718","3277S",3277,"S",43.5278,-89.4342
"5048","USC00476764","2769S",2769,"S",43.3944,-87.8636
"5049","USC00476772","2239R",2239,"R",46.7781,-91.3856
"5050","USC00476827","3489S",3489,"S",43.0514,-91.135
"5051","USC00476838","3299R",3299,"R",43.31,-89.7283
"5052","USC00476859","2534S",2534,"S",44.5447,-90.3017
"5053","USC00476922","2983S",2983,"S",42.7022,-87.7861
"5054","USC00476939","2347R",2347,"R",45.8342,-89.5472
"5055","USC00477052","3354R",3354,"R",43.5231,-90.0003
"5056","USC00477092","2413S",2413,"S",46.1222,-89.8772
"5057","USC00477113","2632S",2632,"S",45.5986,-89.4508
"5058","USC00477132","2842S",2842,"S",45.4164,-91.7719
"5059","USC00477158","3189S",3189,"S",43.3314,-90.3889
"5060","USC00477174","2710S",2710,"S",45.2142,-91.8875
"5061","USC00477226","3009C",3009,"C",44.8542,-92.6122
"5062","USC00477319","3137R",3137,"R",43.445,-89.9697
"5063","USC00477349","2679S",2679,"S",44.7511,-89.245
"5064","USC00477464","3234S",3234,"S",45.4117,-92.6464
"5065","USC00477480","2239S",2239,"S",45.9156,-89.4894
"5066","USC00477708","2882C",2882,"C",44.7631,-88.6183
"5067","USC00477725","3061R",3061,"R",43.75,-87.7167
"5068","USC00477892","2813S",2813,"S",46.3575,-91.8317
"5069","USC00477997","3234R",3234,"R",43.9364,-90.8164
"5070","USC00478027","2849S",2849,"S",45.8236,-91.8761
"5071","USC00478110","2899S",2899,"S",44.9686,-90.9389
"5072","USC00478171","2876S",2876,"S",44.5114,-89.5856
"5073","USC00478229","3313R",3313,"R",42.9108,-89.2133
"5074","USC00478267","2643S",2643,"S",44.8797,-87.3356
"5075","USC00478316","3184R",3184,"R",42.9675,-88.5497
"5076","USC00478349","2161S",2161,"S",46.7,-92.0167
"5077","USC00478376","2682R",2682,"R",44.9958,-88.3786
"5078","USC00478589","3387S",3387,"S",43.9994,-91.4378
"5079","USC00478672","2352S",2352,"S",44.1431,-87.5678
"5080","USC00478723","3179R",3179,"R",42.6903,-88.0336
"5081","USC00478827","2830S",2830,"S",43.5594,-90.8761
"5082","USC00478905","2309S",2309,"S",45.3581,-86.8911
"5083","USC00478919","3173S",3173,"S",43.1742,-88.7364
"5084","USC00478937","3134R",3134,"R",43.0064,-88.2492
"5085","USC00478951","2958S",2958,"S",44.3547,-89.0592
"5086","USC00479046","3538R",3538,"R",43.0175,-88.0017
"5087","USC00479050","3000R",3000,"R",43.3681,-88.0858
"5088","USC00479144","2597R",2597,"R",45.4425,-91.4181
"5089","USC00479190","3244S",3244,"S",42.8508,-88.7247
"5090","USC00479236","2413R",2413,"R",45.7081,-89.8489
"5091","USC00479304","2523R",2523,"R",45.8833,-91.07
"5092","USC00479319","3074S",3074,"S",43.6089,-89.7667
"5093","USC00479335","3205S",3205,"S",44.3881,-89.8056
"5094","USC00480027","2288R",2288,"R",42.7292,-110.9297
"5095","USC00480080","3272S",3272,"S",41.4,-104.1017
"5096","USC00480140","1976R",1976,"R",43.7728,-111.0339
"5097","USC00480270","3113R",3113,"R",41.1517,-104.6575
"5098","USC00480484","2760R",2760,"R",41.0389,-107.6575
"5099","USC00480540","3273R",3273,"R",44.38,-108.035
"5100","USC00480552","2716S",2716,"S",42.6339,-106.3775
"5101","USC00480603","2051S",2051,"S",42.8733,-110.9075
"5102","USC00480740","2925S",2925,"S",44.1242,-106.7319
"5103","USC00480761","2648R",2648,"R",41.5894,-108.5086
"5104","USC00480778","3164S",3164,"S",43.6561,-107.7375
"5105","USC00480865","1990R",1990,"R",43.2278,-110.4358
"5106","USC00480915","2402R",2402,"R",42.2128,-111.0456
"5107","USC00480951","2197R",2197,"R",42.7158,-109.6903
"5108","USC00481000","3298R",3298,"R",43.4053,-108.1633
"5109","USC00481165","2852S",2852,"S",44.3547,-106.6992
"5110","USC00481175","2618R",2618,"R",44.5075,-109.1675
"5111","USC00481220","1251R",1251,"R",44.7742,-107.5217
"5112","USC00481284","2521R",2521,"R",43.3656,-109.2756
"5113","USC00481547","3213R",3213,"R",41.0844,-104.3789
"5114","USC00481610","2002R",2002,"R",41.3136,-106.1292
"5115","USC00481730","3052R",3052,"R",41.7594,-104.8222
"5116","USC00481736","2472R",2472,"R",41.3975,-110.0856
"5117","USC00481775","2988R",2988,"R",44.9367,-109.1375
"5118","USC00481816","2944S",2944,"S",44.5781,-106.4472
"5119","USC00481840","2966S",2966,"S",44.5147,-109.045
"5120","USC00481850","2892R",2892,"R",44.4139,-108.9006
"5121","USC00481855","2663R",2663,"R",44.3367,-109.3914
"5122","USC00481905","3179S",3179,"S",44.8711,-104.1533
"5123","USC00482054","1915R",1915,"R",42.9589,-109.9958
"5124","USC00482242","1867R",1867,"R",42.9281,-110.1272
"5125","USC00482375","1394S",1394,"S",43.4136,-110.1631
"5126","USC00482410","2990R",2990,"R",44.1833,-105.9
"5127","USC00482415","3140R",3140,"R",44.8919,-108.5931
"5128","USC00482466","2959S",2959,"S",44.5833,-104.7147
"5129","USC00482580","3011S",3011,"S",44.0992,-105.1175
"5130","USC00482595","2748R",2748,"R",43.2281,-108.9489
"5131","USC00482680","2535R",2535,"R",42.1794,-105.4017
"5132","USC00482685","3052R",3052,"R",42.7467,-105.3603
"5133","USC00482715","2132R",2132,"R",43.5397,-109.6553
"5134","USC00482725","3324S",3324,"S",43.4117,-104.9614
"5135","USC00482881","3137R",3137,"R",44.4828,-105.8992
"5136","USC00482995","2368R",2368,"R",41.6878,-106.4136
"5137","USC00483031","2925S",2925,"S",44.4972,-108.3906
"5138","USC00483045","2479R",2479,"R",41.1833,-106.6167
"5139","USC00483100","2366R",2366,"R",41.265,-110.9508
"5140","USC00483396","2379R",2379,"R",41.8183,-110.0564
"5141","USC00483582","2376R",2376,"R",41.8367,-110.7703
"5142","USC00483855","3042S",3042,"S",44.2644,-105.4919
"5143","USC00483950","3213R",3213,"R",42.8267,-105.7878
"5144","USC00484065","3041R",3041,"R",41.5167,-109.4703
"5145","USC00484080","3240R",3240,"R",44.4908,-108.0411
"5146","USC00484411","2969R",2969,"R",44.7053,-108.9558
"5147","USC00484442","2652R",2652,"R",41.15,-105.1667
"5148","USC00484760","2931R",2931,"R",44.6856,-104.6028
"5149","USC00484910","2348S",2348,"S",43.4836,-110.7594
"5150","USC00484925","2619R",2619,"R",42.4942,-107.8292
"5151","USC00485055","3115S",3115,"S",43.7144,-106.6375
"5152","USC00485088","3004R",3004,"R",42.5156,-104.8719
"5153","USC00485105","2056R",2056,"R",41.8167,-110.5333
"5154","USC00485252","2377R",2377,"R",42.2644,-110.195
"5155","USC00485260","3618R",3618,"R",41.6378,-104.1669
"5156","USC00485345","1350R",1350,"R",44.5619,-110.3986
"5157","USC00485435","2358R",2358,"R",41.3408,-105.6069
"5158","USC00485506","3231S",3231,"S",44.85,-106.2889
"5159","USC00485770","2953S",2953,"S",44.8375,-108.4042
"5160","USC00485830","2808R",2808,"R",42.7506,-104.4811
"5161","USC00486120","2458R",2458,"R",41.8978,-106.2017
"5162","USC00486195","3116R",3116,"R",43.4131,-106.2772
"5163","USC00486428","2114R",2114,"R",43.6536,-110.7169
"5164","USC00486440","1949S",1949,"S",43.8567,-110.5889
"5165","USC00486555","2432R",2432,"R",41.2708,-110.3306
"5166","USC00486595","2941R",2941,"R",42.3628,-107.4444
"5167","USC00486660","3345S",3345,"S",43.8497,-104.1886
"5168","USC00486845","1599S",1599,"S",44.4569,-110.8328
"5169","USC00486852","3263R",3263,"R",42.2058,-104.5561
"5170","USC00487115","2991R",2991,"R",43.2458,-108.6942
"5171","USC00487200","3099S",3099,"S",41.6264,-104.4936
"5172","USC00487240","3135R",3135,"R",41.1722,-104.1583
"5173","USC00487260","2011S",2011,"S",42.8747,-109.8592
"5174","USC00487376","2881R",2881,"R",43.035,-106.9883
"5175","USC00487388","2912S",2912,"S",44.7764,-108.7592
"5176","USC00487548","2852R",2852,"R",44.9086,-105.7364
"5177","USC00487555","3436S",3436,"S",43.245,-104.2881
"5178","USC00487760","3083R",3083,"R",43.0308,-108.3742
"5179","USC00487810","2844R",2844,"R",43.6056,-104.9042
"5180","USC00487955","2523R",2523,"R",41.8667,-111
"5181","USC00487990","2635R",2635,"R",41.4528,-106.8053
"5182","USC00488070","2660R",2660,"R",42.1569,-106.9153
"5183","USC00488124","3138R",3138,"R",44.5478,-107.7633
"5184","USC00488160","3021S",3021,"S",44.8406,-106.8383
"5185","USC00488192","1909S",1909,"S",42.3667,-106.105
"5186","USC00488315","1770R",1770,"R",44.1333,-110.6658
"5187","USC00488385","1873R",1873,"R",42.4667,-108.8
"5188","USC00488705","2972R",2972,"R",44.4125,-104.3606
"5189","USC00488758","2093S",2093,"S",44.0761,-108.9547
"5190","USC00488808","2657R",2657,"R",41.7644,-105.375
"5191","USC00488852","3355S",3355,"S",44.0647,-107.3819
"5192","USC00488858","2771S",2771,"S",43.8111,-107.365
"5193","USC00488875","3746R",3746,"R",43.6483,-108.2036
"5194","USC00488888","2842R",2842,"R",43.7125,-108.6964
"5195","USC00488995","3517R",3517,"R",42.0803,-104.2236
"5196","USC00488997","3004R",3004,"R",42.4881,-104.1564
"5197","USC00489025","2065S",2065,"S",44.9167,-110.4203
"5198","USC00489205","3109S",3109,"S",44.0928,-104.6114
"5199","USC00489459","2599R",2599,"R",41.6667,-107.9667
"5200","USC00489467","2550R",2550,"R",44.4736,-109.4256
"5201","USC00489580","3149R",3149,"R",44.6406,-105.3053
"5202","USC00489604","3803R",3803,"R",42.2494,-104.6281
"5203","USC00489615","3564S",3564,"S",42.1106,-104.9492
"5204","USC00489770","3237R",3237,"R",44.0108,-107.9686
"5205","USC00489805","2822R",2822,"R",43.7472,-105.7331
"5206","USC00489905","2027R",2027,"R",44.9767,-110.6964
"5207","USC00489925","3714S",3714,"S",41.9131,-104.3881
"5208","USC00500243","1005S",1005,"S",60.9583,-149.1108
"5209","USC00500275","1139R",1139,"R",61.1561,-149.9847
"5210","USC00500302","1119R",1119,"R",61.6244,-149.3397
"5211","USC00500363","740R",740,"R",58.3183,-134.1003
"5212","USC00500464","1239S",1239,"S",58.3814,-134.645
"5213","USC00500657","1445R",1445,"R",55.38,-131.4683
"5214","USC00500707","1370R",1370,"R",61.5633,-149.1542
"5215","USC00500788","1357S",1357,"S",60.8142,-152.297
"5216","USC00501240","826S",826,"S",61.0183,-147.5147
"5217","USC00501243","902R",902,"R",63.3953,-148.895
"5218","USC00501466","1417R",1417,"R",65.5667,-144.7653
"5219","USC00501492","935R",935,"R",67.5111,-148.4925
"5220","USC00501684","1213R",1213,"R",64.0917,-141.9211
"5221","USC00501926","972R",972,"R",62.8256,-149.9061
"5222","USC00502019","1427R",1427,"R",64.05,-145.5167
"5223","USC00502107","1463S",1463,"S",64.8603,-147.8483
"5224","USC00502112","1391S",1391,"S",64.925,-147.8803
"5225","USC00502144","1170R",1170,"R",60.3925,-149.6661
"5226","USC00502149","1245S",1245,"S",60.4875,-149.968
"5227","USC00502173","897R",897,"R",60.5561,-145.7531
"5228","USC00502227","1270R",1270,"R",55.4772,-133.1408
"5229","USC00502339","1378R",1378,"R",64.1172,-145.7511
"5230","USC00502350","1407R",1407,"R",64.0839,-145.6136
"5231","USC00502352","1361R",1361,"R",63.9647,-145.105
"5232","USC00502457","751R",751,"R",59.05,-158.5167
"5233","USC00502568","1455R",1455,"R",63.6772,-144.6011
"5234","USC00502587","544S",544,"S",53.895,-166.5433
"5235","USC00502656","1335R",1335,"R",61.2967,-149.44
"5236","USC00502707","1491S",1491,"S",64.6667,-147.1
"5237","USC00502785","762R",762,"R",58.1919,-136.3436
"5238","USC00502871","1483R",1483,"R",64.9111,-147.9242
"5239","USC00502965","1436R",1436,"R",64.8172,-147.8739
"5240","USC00502970","1551R",1551,"R",64.8342,-147.7911
"5241","USC00503009","1237R",1237,"R",62.5422,-153.6206
"5242","USC00503163","1063R",1063,"R",61.2272,-149.6503
"5243","USC00503198","1174R",1174,"R",58.25,-134.9
"5244","USC00503212","1288R",1288,"R",64.7408,-156.8756
"5245","USC00503275","1432R",1432,"R",64.9767,-147.5211
"5246","USC00503294","965R",965,"R",58.4561,-135.8692
"5247","USC00503299","533S",533,"S",61.1,-149.6936
"5248","USC00503304","1241R",1241,"R",62.1086,-145.5328
"5249","USC00503502","1184R",1184,"R",59.2381,-135.4494
"5250","USC00503504","1281R",1281,"R",59.4503,-136.3614
"5251","USC00503573","1157R",1157,"R",61.9872,-152.0758
"5252","USC00503585","1265R",1265,"R",63.8717,-149.0169
"5253","USC00503672","719S",719,"S",59.7444,-151.5514
"5254","USC00503682","919R",919,"R",59.7161,-151.3256
"5255","USC00503695","1243R",1243,"R",58.1072,-135.4278
"5256","USC00503720","1094R",1094,"R",60.8983,-149.6286
"5257","USC00503933","1076R",1076,"R",59.555,-154.4983
"5258","USC00504094","1174R",1174,"R",58.2989,-134.4111
"5259","USC00504425","794R",794,"R",60.3667,-151.3833
"5260","USC00504550","966R",966,"R",60.6692,-151.3228
"5261","USC00504621","1145R",1145,"R",64.9156,-148.2711
"5262","USC00504812","819S",819,"S",58.1914,-152.3722
"5263","USC00505051","819R",819,"R",67.25,-162.8
"5264","USC00505136","329S",329,"S",70.3167,-149.5833
"5265","USC00505397","1058R",1058,"R",62.4528,-146.6789
"5266","USC00505464","1067R",1067,"R",61.6294,-149.0297
"5267","USC00505519","1006S",1006,"S",56.3936,-134.6625
"5268","USC00505604","864S",864,"S",60.5181,-148.093
"5269","USC00505733","1247S",1247,"S",61.5664,-149.2542
"5270","USC00505757","1319R",1319,"R",61.4181,-142.9961
"5271","USC00505778","972R",972,"R",63.7175,-148.9692
"5272","USC00505880","1181R",1181,"R",65.2222,-147.1667
"5273","USC00505883","1086R",1086,"R",61.4253,-149.4075
"5274","USC00505894","1148R",1148,"R",60.5028,-149.4264
"5275","USC00506147","897S",897,"S",62.3978,-142.9967
"5276","USC00506581","1490S",1490,"S",64.7581,-147.3253
"5277","USC00506777","1239R",1239,"R",61.8,-144.9833
"5278","USC00506853","663R",663,"R",57.9256,-152.5011
"5279","USC00506870","1416R",1416,"R",61.5889,-149.0992
"5280","USC00507097","830R",830,"R",63.0322,-145.4983
"5281","USC00507141","981R",981,"R",57.9578,-136.2214
"5282","USC00507352","1325R",1325,"R",61.5333,-149.0833
"5283","USC00507444","1240R",1240,"R",61.4169,-150.0819
"5284","USC00507513","1214R",1214,"R",62.6211,-141.0061
"5285","USC00507557","1135R",1135,"R",56.2472,-134.6447
"5286","USC00507570","1160S",1160,"S",60.2036,-154.3164
"5287","USC00507738","842R",842,"R",60.0503,-148.0672
"5288","USC00507780","256R",256,"R",70.25,-148.3333
"5289","USC00507783","875R",875,"R",62.0911,-152.735
"5290","USC00508140","1328R",1328,"R",64.4942,-146.9767
"5291","USC00508183","548R",548,"R",55.3167,-160.5167
"5292","USC00508375","1087R",1087,"R",60.1883,-149.6275
"5293","USC00508377","834R",834,"R",60.3539,-149.3483
"5294","USC00508470","1229R",1229,"R",61.5175,-144.1914
"5295","USC00508547","1096R",1096,"R",62.7089,-143.9808
"5296","USC00508594","863R",863,"R",62.0303,-146.6931
"5297","USC00508625","950R",950,"R",62.5333,-145.5167
"5298","USC00508915","1311S",1311,"S",61.7139,-148.9089
"5299","USC00508945","769R",769,"R",61.8167,-147.55
"5300","USC00509313","1476S",1476,"S",63.3519,-143.0422
"5301","USC00509385","1150R",1150,"R",61.6511,-145.1703
"5302","USC00509460","979R",979,"R",59.4356,-151.4136
"5303","USC00509489","1655R",1655,"R",64.8656,-146.9542
"5304","USC00509641","1534S",1534,"S",64.8569,-147.8611
"5305","USC00509759","1439R",1439,"R",61.5333,-149.4333
"5306","USC00509790","1330S",1330,"S",61.7067,-149.9978
"5307","USC00509829","931R",931,"R",60.7764,-148.6858
"5308","USC00509861","1242R",1242,"R",61.7481,-150.0542
"5309","USC00509869","1103R",1103,"R",67.4192,-150.1069
"5310","USC00509919","1257S",1257,"S",56.4733,-132.3875
"5311","USC00510305","9972R",9972,"R",21.5783,-158.2236
"5312","USC00511004","2866C",2866,"C",20.7603,-156.2469
"5313","USC00511125","9575R",9575,"R",20.7947,-156.0153
"5314","USC00511303","5001S",5001,"S",19.43,-155.2567
"5315","USC00511918","10033S",10033,"S",21.3153,-157.9992
"5316","USC00512679","7765R",7765,"R",20.8906,-156.2128
"5317","USC00513099","4259R",4259,"R",22.1297,-159.6586
"5318","USC00513113","9794R",9794,"R",21.4167,-157.8167
"5319","USC00513117","10504R",10504,"R",21.4233,-157.8014
"5320","USC00513317","9993R",9993,"R",20.9625,-156.6753
"5321","USC00513911","10580R",10580,"R",19.7281,-156.0589
"5322","USC00514459","8417R",8417,"R",19.9697,-155.2364
"5323","USC00514500","9719R",9719,"R",21.6792,-157.9453
"5324","USC00515000","5818S",5818,"S",20.7583,-156.3211
"5325","USC00515004","5549S",5549,"S",20.7008,-156.3561
"5326","USC00515011","3067R",3067,"R",19.5494,-155.3011
"5327","USC00515177","10315R",10315,"R",20.8789,-156.6742
"5328","USC00515275","8563R",8563,"R",20.7894,-156.9486
"5329","USC00515758","9983R",9983,"R",21.4783,-158.1964
"5330","USC00515842","9783S",9783,"S",20.6419,-156.44
"5331","USC00516128","9022S",9022,"S",21.3331,-157.8025
"5332","USC00516198","1268R",1268,"R",19.5361,-155.5767
"5333","USC00516588","8937R",8937,"R",19.0647,-155.5886
"5334","USC00517000","9841R",9841,"R",20.6617,-156.0442
"5335","USC00517131","9234R",9234,"R",20.0167,-155.2833
"5336","USC00517166","7586S",7586,"S",19.2706,-155.8747
"5337","USC00518165","9338R",9338,"R",22.2181,-159.4828
"5338","USC00518407","9758R",9758,"R",20.9286,-156.6736
"5339","USC00518422","9411S",9411,"S",20.0256,-155.8219
"5340","USC00518500","8478R",8478,"R",21.3814,-158.1197
"5341","USC00518600","9629S",9629,"S",19.1336,-155.5114
"5342","USC00518652","7051R",7051,"R",19.1047,-155.7867
"5343","USC00518830","10304R",10304,"R",20.25,-155.8833
"5344","USC00518838","8675R",8675,"R",21.4992,-158.0108
"5345","USC00519397","10486S",10486,"S",21.2717,-157.8167
"5346","USC00519523","10102S",10102,"S",21.3356,-157.7114
