AQW00061705       12073C
USC00453826        2053R
USC00453883        3861S
USC00454154        4048S
USC00454169        3063S
USC00454338        3257S
USC00454486        2420S
USC00454572        3099S
USC00454679        3218S
USC00454748        1976S
USC00454764        1828R
USC00454769        2996S
USC00455133        2608S
USC00455224        2505S
USC00455231        3764R
USC00455326        3296R
USC00455525        2752S
USC00455659        2689R
USC00455678        2517R
USC00455688        3211R
USC00455704        2290S
USC00455840        2428S
USC00455844        2489R
USC00455946        3226S
USC00456011        2830R
USC00456039        3267R
USC00456096        2185S
USC00456215        3081R
USC00456262        2760S
USC00456295        2338S
USC00456534        2514C
USC00456610        2911R
USC00456624        1873R
USC00456678        2355R
USC00456747        4271R
USC00456768        3854R
USC00456789        2617S
USC00456803        3041R
USC00456846        2746R
USC00456880        3464S
USC00456898        1090R
USC00456914        2321C
USC00456974        2431S
USC00457015        3737S
USC00457059        2966C
USC00457180        2675R
USC00457185        2427S
USC00457267        2989S
USC00457319        2251R
USC00457342        2561R
USC00457507        2601S
USC00457522        3403R
USC00457544        2056S
USC00457584        2725R
USC00457657        2127Q
USC00457696        2763R
USC00457727        3870R
USC00457773        2638S
USC00457941        2537R
USC00458034        2712S
USC00458059        2850S
USC00458207        3878S
USC00458278        3042R
USC00458520        3225R
USC00458715        2175S
USC00458773        2981S
USC00458959        3784S
USC00459012        2663R
USC00459058        2826R
USC00459074        3701S
USC00459079        3470R
USC00459200        3513S
USC00459238        2728S
USC00459376        2971S
USC00459455        3562Q
USC00459463        3679R
USC00460102        4113Q
USC00460202        4272R
USC00460355        3605R
USC00460509        2935R
USC00460527        2922S
USC00460580        3288S
USC00460633        3731R
USC00460925        3714R
USC00460939        4306R
USC00461215        3481S
USC00461220        3945S
USC00461290        3696Q
USC00461324        3885R
USC00461330        4086R
USC00461393        3019R
USC00461397        2665R
USC00461579        4381R
USC00461677        4017S
USC00461723        4475R
USC00461900        3017Q
USC00462054        4083R
USC00462211        2620Q
USC00462462        4157Q
USC00462522        4270R
USC00462697        4346Q
USC00462709        4254R
USC00462920        4195S
USC00463072        3457R
USC00463215        4018R
USC00463251        3091Q
USC00463361        4393S
USC00463464        2827R
USC00463544        4388S
USC00463648        4237Q
USC00463798        3716R
USC00463846        4615R
USC00463940        4077Q
USC00464200        4404S
USC00464397        4769R
USC00464763        4002R
USC00464840        4045R
USC00464956        3643R
USC00464971        2877Q
USC00465224        3606R
USC00465353        4884R
USC00465365        4735S
USC00465453        3778Q
USC00465563        4734S
USC00465626        3731S
USC00465672        3392R
USC00465706        4116Q
USC00465739        3844R
USC00465875        2936R
USC00465963        3937S
USC00466163        4199S
USC00466212        3965S
USC00466248        4112R
USC00466284        3663Q
USC00466325        4166R
USC00466442        3803R
USC00466591        3816S
USC00466600        4105R
USC00466867        3613S
USC00466912        4440Q
USC00466952        4196R
USC00466982        4086Q
USC00466989        3223R
USC00467018        3905R
USC00467029        4213S
USC00467372        4076Q
USC00467513        3289R
USC00467552        4537S
USC00467649        3599R
USC00467730        4127S
USC00467785        3738S
USC00467918        4028R
USC00468051        3245R
USC00468308        2001S
USC00468351        3980R
USC00468384        4087S
USC00468522        4109Q
USC00468589        3847Q
USC00468614        3613R
USC00468662        4186R
USC00468777        3228S
USC00468986        3733R
USC00469011        4027R
USC00469049        4140Q
USC00469281        3992S
USC00469333        4084R
USC00469336        3994R
USC00469436        4126R
USC00469458        4165R
USC00469482        4121R
USC00469522        3767S
USC00469610        4992R
USC00469683        4552S
USC00470045        3397R
USC00470124        3460S
USC00470175        2946R
USC00470239        2439R
USC00470265        3115S
USC00470273        3287S
USC00470287        3301Q
USC00470308        2983R
USC00470347        2483Q
USC00470349        2504R
USC00470382        2913Q
USC00470516        3177R
USC00470603        2360R
USC00470645        3169S
USC00470696        3442S
USC00470742        3027Q
USC00470773        2806R
USC00470882        2938S
USC00470904        2983S
USC00470991        2559R
USC00471044        2779R
USC00471062        3129Q
USC00471064        2844R
USC00471078        3351S
USC00471131        2450R
USC00471205        3082R
USC00471249        2325R
USC00471280        3162R
USC00471416        3328S
USC00471568        3037S
USC00471605        2552Q
USC00471667        3282Q
USC00471676        2867S
USC00471840        3070Q
USC00471847        2620S
USC00471897        2674R
USC00471923        2810S
USC00471970        3319R
USC00471978        2766S
USC00472001        3236R
USC00472055        2711Q
USC00472165        3416R
USC00472173        3077R
USC00472240        2581R
USC00472279        3159Q
USC00472314        2587R
USC00472556        3161R
USC00472626        2649Q
USC00472826        2313R
USC00472839        2969S
USC00472851        2462Q
USC00472869        3326S
USC00472889        2523R
USC00472973        3047Q
USC00473022        3160R
USC00473038        3597S
USC00473058        2966S
USC00473116        2779Q
USC00473174        2405R
USC00473186        2635S
USC00473268        2884Q
USC00473271        2946Q
USC00473332        2134S
USC00473391        3122Q
USC00473405        3037R
USC00473453        2977S
USC00473471        2864R
USC00473511        3022R
USC00473654        3182S
USC00473661        2941Q
USC00473698        2784R
USC00473702        2742Q
USC00473756        3109R
USC00473800        2428R
USC00473820        3112Q
USC00474080        2637S
USC00474108        3384Q
USC00474174        3072S
USC00474195        2423R
USC00474373        3015Q
USC00474391        2650Q
USC00474457        3599R
USC00474482        3331R
USC00474523        2514R
USC00474530        2414Q
USC00474546        3107S
USC00474582        2185S
USC00474790        3212Q
USC00474829        2395R
USC00474894        3002S
USC00474937        3620S
USC00474953        2374S
USC00475017        2657R
USC00475091        2801R
USC00475096        2919Q
USC00475120        2944S
USC00475164        2863S
USC00475178        3110R
USC00475189        3304Q
USC00475255        2660S
USC00475286        2428S
USC00475335        2997C
USC00475364        2653S
USC00475474        3447S
USC00475516        2220R
USC00475525        2630R
USC00475563        3239S
USC00475573        3519Q
USC00475581        3088R
USC00475786        3188S
USC00475808        2786S
USC00475863        2509R
USC00475932        2910S
USC00476122        2324R
USC00476200        3239S
USC00476208        2713S
USC00476330        3191R
USC00476357        2593S
USC00476380        3224Q
USC00476398        2452R
USC00476413        2413R
USC00476510        2479Q
USC00476646        3314S
USC00476678        2984S
USC00476718        3277S
USC00476764        2769S
USC00476772        2239R
USC00476827        3489S
USC00476838        3299R
USC00476859        2534S
USC00476922        2983S
USC00476939        2347R
USC00477052        3354R
USC00477092        2413S
USC00477113        2632S
USC00477132        2842S
USC00477142        2384Q
USC00477158        3189S
USC00477174        2710S
USC00477209        2913Q
USC00477226        3009C
USC00477319        3137R
USC00477349        2679S
USC00477464        3234S
USC00477480        2239S
USC00477576        3165Q
USC00477708        2882C
USC00477725        3061R
USC00477892        2813S
USC00477964        3077Q
USC00477997        3234R
USC00478027        2849S
USC00478110        2899S
USC00478171        2876S
USC00478190        2551Q
USC00478229        3313R
USC00478267        2643S
USC00478316        3184R
USC00478349        2161S
USC00478376        2682R
USC00478540        3111Q
USC00478589        3387S
USC00478672        2352S
USC00478723        3179R
USC00478827        2830S
USC00478905        2309S
USC00478910        3273Q
USC00478919        3173S
USC00478937        3134R
USC00478951        2958S
USC00479046        3538R
USC00479050        3000R
USC00479144        2597R
USC00479190        3244S
USC00479236        2413R
USC00479304        2523R
USC00479319        3074S
USC00479335        3205S
USC00480027        2288R
USC00480080        3272S
USC00480140        1976R
USC00480270        3113R
USC00480484        2760R
USC00480540        3273R
USC00480552        2716S
USC00480603        2051S
USC00480680        2958Q
USC00480740        2925S
USC00480761        2648R
USC00480778        3164S
USC00480865        1990R
USC00480915        2402R
USC00480951        2197R
USC00481000        3298R
USC00481131        2911Q
USC00481165        2852S
USC00481175        2618R
USC00481220        1251R
USC00481284        2521R
USC00481547        3213R
USC00481569        3121Q
USC00481610        2002R
USC00481676        2842Q
USC00481730        3052R
USC00481736        2472R
USC00481775        2988R
USC00481816        2944S
USC00481840        2966S
USC00481850        2892R
USC00481855        2663R
USC00481905        3179S
USC00482054        1915R
USC00482135        1993Q
USC00482242        1867R
USC00482375        1394S
USC00482399        2823Q
USC00482410        2990R
USC00482415        3140R
USC00482466        2959S
USC00482580        3011S
USC00482595        2748R
USC00482680        2535R
USC00482685        3052R
USC00482715        2132R
USC00482725        3324S
USC00482881        3137R
USC00482995        2368R
USC00483031        2925S
USC00483045        2479R
USC00483100        2366R
USC00483396        2379R
USC00483582        2376R
USC00483855        3042S
USC00483936        3111Q
USC00483950        3213R
USC00484065        3041R
USC00484080        3240R
USC00484411        2969R
USC00484442        2652R
USC00484760        2931R
USC00484910        2348S
USC00484925        2619R
USC00485055        3115S
USC00485088        3004R
USC00485105        2056R
USC00485252        2377R
USC00485260        3618R
USC00485345        1350R
USC00485374        3324Q
USC00485392        2880Q
USC00485435        2358R
USC00485506        3231S
USC00485612        3271Q
USC00485770        2953S
USC00485830        2808R
USC00485833        3365Q
USC00486120        2458R
USC00486195        3116R
USC00486428        2114R
USC00486440        1949S
USC00486555        2432R
USC00486595        2941R
USC00486660        3345S
USC00486845        1599S
USC00486852        3263R
USC00487031        2069Q
USC00487105        2889Q
USC00487115        2991R
USC00487200        3099S
USC00487240        3135R
USC00487260        2011S
USC00487376        2881R
USC00487388        2912S
USC00487528        2567Q
USC00487548        2852R
USC00487555        3436S
USC00487760        3083R
USC00487810        2844R
USC00487836        2531Q
USC00487847        2939Q
USC00487885        2973Q
USC00487955        2523R
USC00487990        2635R
USC00488070        2660R
USC00488124        3138R
USC00488160        3021S
USC00488192        1909S
USC00488209        3342Q
USC00488315        1770R
USC00488385        1873R
USC00488626        2417Q
USC00488705        2972R
USC00488758        2093S
USC00488808        2657R
USC00488852        3355S
USC00488858        2771S
USC00488875        3746R
USC00488884        2910Q
USC00488888        2842R
USC00488995        3517R
USC00488997        3004R
USC00489025        2065S
USC00489205        3109S
USC00489208        2460Q
USC00489459        2599R
USC00489467        2550R
USC00489580        3149R
USC00489604        3803R
USC00489615        3564S
USC00489770        3237R
USC00489805        2822R
USC00489902        1801Q
USC00489905        2027R
USC00489925        3714S
USC00500243        1005S
USC00500247        1322Q
USC00500275        1139R
USC00500281         891Q
USC00500284         978Q
USC00500302        1119R
USC00500363         740R
USC00500464        1239S
USC00500490        1536Q
USC00500657        1445R
USC00500707        1370R
USC00500788        1357S
USC00501175        1292Q
USC00501180        1264Q
USC00501220        1227Q
USC00501240         826S
USC00501243         902R
USC00501244         884Q
USC00501466        1417R
USC00501492         935R
USC00501497         358Q
USC00501684        1213R
USC00501926         972R
USC00501987        1354Q
USC00502019        1427R
USC00502107        1463S
USC00502112        1391S
USC00502126         185P
USC00502144        1170R
USC00502149        1245S
USC00502173         897R
USC00502227        1270R
USC00502339        1378R
USC00502350        1407R
USC00502352        1361R
USC00502457         751R
USC00502568        1455R
USC00502587         544S
USC00502642        1280Q
USC00502645        1227Q
USC00502656        1335R
USC00502707        1491S
USC00502711         489Q
USC00502737        1313Q
USC00502785         762R
USC00502868        1022Q
USC00502870        1401Q
USC00502871        1483R
USC00502965        1436R
USC00502970        1551R
USC00503009        1237R
USC00503160        1184Q
USC00503163        1063R
USC00503181        1362Q
USC00503196        1190Q
USC00503198        1174R
USC00503212        1288R
USC00503275        1432R
USC00503294         965R
USC00503299         533S
USC00503304        1241R
USC00503502        1184R
USC00503504        1281R
USC00503573        1157R
USC00503585        1265R
USC00503672         719S
USC00503682         919R
USC00503695        1243R
USC00503720        1094R
USC00503933        1076R
USC00504094        1174R
USC00504425         794R
USC00504550         966R
USC00504567        1286Q
USC00504621        1145R
USC00504812         819S
USC00504971        1492Q
USC00504991         707Q
USC00505051         819R
USC00505136         329S
USC00505397        1058R
USC00505464        1067R
USC00505516        1663Q
USC00505519        1006S
USC00505604         864S
USC00505644        1477Q
USC00505733        1247S
USC00505757        1319R
USC00505778         972R
USC00505880        1181R
USC00505883        1086R
USC00505894        1148R
USC00506147         897S
USC00506581        1490S
USC00506777        1239R
USC00506853         663R
USC00506870        1416R
USC00507097         830R
USC00507141         981R
USC00507352        1325R
USC00507444        1240R
USC00507502         773Q
USC00507513        1214R
USC00507557        1135R
USC00507570        1160S
USC00507738         842R
USC00507780         256R
USC00507783         875R
USC00508140        1328R
USC00508183         548R
USC00508375        1087R
USC00508377         834R
USC00508409        1026Q
USC00508470        1229R
USC00508547        1096R
USC00508594         863R
USC00508615        1014Q
USC00508625         950R
USC00508884        1254Q
USC00508915        1311S
USC00508945         769R
USC00509313        1476S
USC00509385        1150R
USC00509460         979R
USC00509489        1655R
USC00509641        1534S
USC00509685         730Q
USC00509747         955Q
USC00509759        1439R
USC00509790        1330S
USC00509829         931R
USC00509861        1242R
USC00509869        1103R
USC00509891        1355Q
USC00509919        1257S
USC00510305        9972R
USC00510746        7081Q
USC00511004        2866C
USC00511125        9575R
USC00511303        5001S
USC00511339        8828Q
USC00511918       10033S
USC00512558        8351P
USC00512679        7765R
USC00512751        7972Q
USC00513099        4259R
USC00513113        9794R
USC00513117       10504R
USC00513146        9454Q
USC00513317        9993R
USC00513911       10580R
USC00514459        8417R
USC00514500        9719R
USC00514561        9433Q
USC00515000        5818S
USC00515004        5549S
USC00515011        3067R
USC00515177       10315R
USC00515275        8563R
USC00515710        9918Q
USC00515758        9983R
USC00515842        9783S
USC00515864       10035Q
USC00516128        9022S
USC00516198        1268R
USC00516588        8937R
USC00517000        9841R
USC00517131        9234R
USC00517150        8741Q
USC00517166        7586S
USC00517312        8206Q
USC00518055        9513Q
USC00518155        8636Q
USC00518165        9338R
USC00518407        9758R
USC00518422        9411S
USC00518500        8478R
USC00518549        9525Q
USC00518600        9629S
USC00518652        7051R
USC00518830       10304R
USC00518838        8675R
USC00519281        9571Q
USC00519397       10486S
USC00519523       10102S
USC00519603        9549R
USC00519629        9817R
USW00003013        4468R
USW00003016        3402R
USW00003017        3781R
USW00003024        5508R
USW00003026        3841R
USW00003027        3404R
USW00003028        4396R
USW00003029        3472Q
USW00003030        5013R
USW00003031        6621R
USW00003032        7168R
USW00003047        6638Q
USW00003048        5100Q
USW00003054        5168Q
USW00003055        4805Q
USW00003060        2060Q
USW00003061        2738Q
USW00003062        1909Q
USW00003063        4252Q
USW00003067        4323Q
USW00003072        6303Q
USW00003074        5579Q
USW00003102        6262R
USW00003103        2863R
USW00003104        7875S
USW00003122        5457R
USW00003124        6216Q
USW00003125        8508S
USW00003131        5662R
USW00003144        8086R
USW00003145        8817R
USW00003154        5595R
USW00003159        5743R
USW00003160        5839R
USW00003162        5088R
USW00003164        5120S
USW00003166        6300R
USW00003167        5913R
USW00003170        3089R
USW00003171        6410R
USW00003177        5137R
USW00003178        5365R
USW00003179        5918R
USW00003184        7969R
USW00003192        8121Q
USW00003195        3127R
USW00003196        6386R
USW00003728        6572Q
USW00003733        2581Q
USW00003739        4961Q
USW00003749        3763Q
USW00003757        4911Q
USW00003758        5116Q
USW00003759        4488Q
USW00003761        3784Q
USW00003802        4004R
USW00003804        4299R
USW00003809        5545R
USW00003810        5173S
USW00003811        5554S
USW00003812        4525S
USW00003813        6569S
USW00003816        5153S
USW00003818        7311R
USW00003820        6445C
USW00003822        7112C
USW00003841        5229S
USW00003847        4593S
USW00003849        4857S
USW00003853        8102R
USW00003855        7378S
USW00003856        5984C
USW00003859        4287S
USW00003860        4636S
USW00003866        6484S
USW00003868        4203R
USW00003870        5739S
USW00003872        3715S
USW00003878        6546Q
USW00003881        5966S
USW00003882        7778R
USW00003887        4181R
USW00003888        5908R
USW00003889        4762S
USW00003893        4222R
USW00003894        5120Q
USW00003901        6760R
USW00003902        7307Q
USW00003904        7636S
USW00003919        4894S
USW00003927        6934S
USW00003928        5038C
USW00003931        7153Q
USW00003932        5595R
USW00003933        7196Q
USW00003935        4971S
USW00003936        4620R
USW00003937        7620S
USW00003940        6625C
USW00003945        4559S
USW00003947        4633C
USW00003949        6871Q
USW00003950        6162R
USW00003951        6833S
USW00003952        6080S
USW00003953        5513R
USW00003954        5676R
USW00003957        5167R
USW00003959        5409S
USW00003960        4711R
USW00003962        6126R
USW00003963        4823R
USW00003965        5625R
USW00003966        4772R
USW00003967        4659R
USW00003969        6391S
USW00003971        6807R
USW00003974        4948R
USW00003975        5150R
USW00003981        6199R
USW00003991        6479R
USW00003994        4897R
USW00003996        6579R
USW00003997        4700R
USW00003998        5137R
USW00003999        7000R
USW00004109        3213R
USW00004110        3062R
USW00004111        2275R
USW00004112        1856R
USW00004113        3704R
USW00004114        2664R
USW00004125        3498Q
USW00004126        2590Q
USW00004127        3072Q
USW00004128        2699Q
USW00004130        1704Q
USW00004131        1960Q
USW00004134        4147Q
USW00004136        2487Q
USW00004137        2101Q
USW00004138        3047Q
USW00004139        2021Q
USW00004140        2033Q
USW00004141        2260Q
USW00004201        3018R
USW00004222        4860Q
USW00004223        2473Q
USW00004236        2934Q
USW00004237        2212Q
USW00004724        3171Q
USW00004725        2824S
USW00004726        2982R
USW00004751        2555R
USW00004780        3372R
USW00004781        3684S
USW00004787        2970R
USW00004789        3408R
USW00004803        2464R
USW00004804        3967R
USW00004808        3470R
USW00004826        2977R
USW00004836        1913R
USW00004838        3549R
USW00004839        3473R
USW00004840        3206R
USW00004841        2768R
USW00004842        3543R
USW00004843        3160R
USW00004845        3141R
USW00004846        3565R
USW00004847        3429R
USW00004848        3700R
USW00004849        3538R
USW00004850        3821R
USW00004851        3581R
USW00004852        3809R
USW00004853        3904R
USW00004854        2409R
USW00004855        3658R
USW00004857        3269R
USW00004858        3769R
USW00004990        3208Q
USW00004994        2352Q
USW00012812        9094R
USW00012815        8790S
USW00012816        7724S
USW00012818        8108R
USW00012819        8610R
USW00012832        7597S
USW00012833        7686R
USW00012834        8320C
USW00012835        9497R
USW00012836       10695R
USW00012838        8764S
USW00012839       10337S
USW00012841        8948R
USW00012842        9078S
USW00012843        9022R
USW00012844        9782S
USW00012849       10553R
USW00012850       10761S
USW00012854        8739R
USW00012859       10407R
USW00012871        8929R
USW00012873        9161R
USW00012876        8919R
USW00012882       10082R
USW00012883        9007R
USW00012884        8014R
USW00012885        9980R
USW00012888        9550R
USW00012894        9271R
USW00012895        8990R
USW00012896       10795R
USW00012897        9557Q
USW00012904        9043R
USW00012912        7992S
USW00012916        7916S
USW00012917        7722R
USW00012918        8045S
USW00012919        9260S
USW00012921        7777S
USW00012923        8421R
USW00012924        8581S
USW00012925        8635R
USW00012926        8873S
USW00012928        8621S
USW00012930        8104R
USW00012932        8515R
USW00012935        8207S
USW00012944        7985R
USW00012947        8289R
USW00012957        9340R
USW00012958        7583S
USW00012959        9317R
USW00012960        7907S
USW00012962        7566S
USW00012968        7711Q
USW00012970        7838R
USW00012971        7564R
USW00012972        8799R
USW00012975        7840R
USW00012976        7788R
USW00012977        7712Q
USW00012987        8842Q
USW00013301        4134Q
USW00013701        4422R
USW00013702        5288R
USW00013713        5971R
USW00013714        6100R
USW00013721        4839R
USW00013722        5682S
USW00013723        5282C
USW00013724        4180S
USW00013728        5147R
USW00013729        3598S
USW00013733        4559S
USW00013734        4052S
USW00013735        4182C
USW00013736        4040S
USW00013737        5411S
USW00013739        4562C
USW00013740        5245C
USW00013741        4777S
USW00013743        5012S
USW00013744        6365C
USW00013745        6448R
USW00013748        6460C
USW00013750        5652R
USW00013752        4655Q
USW00013754        6244S
USW00013762        5506Q
USW00013764        4615R
USW00013766        5926R
USW00013769        5376S
USW00013773        4863R
USW00013776        6134R
USW00013777        5730R
USW00013779        4773R
USW00013781        4374C
USW00013782        7055S
USW00013786        5567R
USW00013802        5119S
USW00013809        4759R
USW00013810        4953R
USW00013833        6978R
USW00013837        6633R
USW00013838        7308R
USW00013839        7039Q
USW00013841        3966R
USW00013861        7263R
USW00013865        6402S
USW00013866        4614S
USW00013867        4492S
USW00013869        7164R
USW00013870        7225R
USW00013871        6092C
USW00013872        4635C
USW00013873        6022S
USW00013874        6029R
USW00013876        6292S
USW00013877        4610C
USW00013878        7487S
USW00013880        6915S
USW00013881        5456S
USW00013882        5689S
USW00013883        6442C
USW00013884        6954R
USW00013886        5530R
USW00013889        7626S
USW00013891        5341S
USW00013893        6235C
USW00013894        7279C
USW00013895        6708S
USW00013896        5862S
USW00013897        5436C
USW00013899        7455S
USW00013904        7262R
USW00013911        7084R
USW00013920        4603R
USW00013927        6733R
USW00013932        5197R
USW00013935        6909R
USW00013939        6263Q
USW00013942        6820S
USW00013957        6820C
USW00013958        7672S
USW00013959        7051S
USW00013960        7152S
USW00013961        6795R
USW00013962        6579S
USW00013963        6140S
USW00013964        5938C
USW00013966        6282S
USW00013967        5892S
USW00013968        5774C
USW00013969        5430R
USW00013970        7575S
USW00013971        5077R
USW00013972        6737R
USW00013973        6875R
USW00013975        5234S
USW00013976        7773S
USW00013977        6378R
USW00013978        6360S
USW00013980        5110S
USW00013981        5012S
USW00013984        4484C
USW00013985        4761S
USW00013986        4893R
USW00013987        5326C
USW00013988        5025S
USW00013989        4794R
USW00013991        4488R
USW00013993        4474R
USW00013994        5055S
USW00013995        4867S
USW00013996        4745S
USW00013997        4621R
USW00014605        2764S
USW00014606        2653R
USW00014607        2145C
USW00014609        2268S
USW00014610        2467R
USW00014611        2743R
USW00014702        3412R
USW00014707        3214R
USW00014710        3339R
USW00014711        4064R
USW00014712        3951R
USW00014717        3013R
USW00014719        3298R
USW00014732        4356C
USW00014733        3173S
USW00014734        4315S
USW00014735        3295S
USW00014736        3334S
USW00014737        3719S
USW00014739        3477C
USW00014740        3633C
USW00014742        2980S
USW00014743        2802S
USW00014745        3059C
USW00014747        3240R
USW00014748        3073R
USW00014750        2855C
USW00014751        4045R
USW00014752        3702R
USW00014753        3245S
USW00014754        2720R
USW00014755         369S
USW00014756        2768R
USW00014757        3556S
USW00014758        3697Q
USW00014761        2843R
USW00014762        3780R
USW00014763        2723R
USW00014764        2746C
USW00014765        3630C
USW00014768        3177S
USW00014770        3850R
USW00014771        3260C
USW00014775        3289R
USW00014777        3358S
USW00014778        3571S
USW00014787        3331R
USW00014790        3724R
USW00014792        4058R
USW00014793        4209R
USW00014794        3211R
USW00014804        3142S
USW00014806        4160S
USW00014813        3558R
USW00014814        2515S
USW00014815        3358S
USW00014817        2649S
USW00014819        3928C
USW00014820        3740S
USW00014821        4205S
USW00014822        3579S
USW00014824        2201R
USW00014825        3760C
USW00014826        3168S
USW00014827        3751C
USW00014828        2970S
USW00014829        3494R
USW00014833        3326S
USW00014835        4072S
USW00014836        3310C
USW00014837        3180C
USW00014838        2311S
USW00014839        3156S
USW00014840        3171C
USW00014841        2437C
USW00014842        4096S
USW00014845        3132S
USW00014846        3744S
USW00014847        2235C
USW00014848        3599S
USW00014850        2791S
USW00014852        3326C
USW00014853        3359R
USW00014855        3701R
USW00014858        2082R
USW00014859        2245R
USW00014860        3395S
USW00014880        3139R
USW00014891        3482S
USW00014892        4044R
USW00014894        3729R
USW00014895        3504S
USW00014897        2787C
USW00014898        2779C
USW00014910        2838S
USW00014912        2754R
USW00014913        2187S
USW00014914        2985C
USW00014916        2684S
USW00014918        2247S
USW00014919        2806S
USW00014920        3489S
USW00014921        3297R
USW00014922        3360S
USW00014923        3986S
USW00014924        2424S
USW00014925        3164C
USW00014926        2920C
USW00014927        3454R
USW00014929        3026S
USW00014931        4356R
USW00014933        4056S
USW00014935        4035C
USW00014936        3404C
USW00014937        3855R
USW00014938        4005R
USW00014939        4238C
USW00014940        3275C
USW00014941        3821C
USW00014942        4136S
USW00014943        3766S
USW00014944        3345S
USW00014945        4076R
USW00014946        2955S
USW00014950        3904S
USW00014971        4189R
USW00014972        3421R
USW00014990        3589S
USW00014991        3136S
USW00014992        3286C
USW00014995        2897S
USW00021504        9429C
USW00021510       10864R
USW00021514        1168Q
USW00021515        8266Q
USW00022010        7933S
USW00022016        6928Q
USW00022501       10037R
USW00022514       10468R
USW00022516       10024S
USW00022519       10207R
USW00022521       10665S
USW00022534        9640S
USW00022536       10143C
USW00022551       10272R
USW00023007        6097C
USW00023009        5795R
USW00023023        6423C
USW00023034        6802S
USW00023040        6715S
USW00023041        6508S
USW00023042        5771S
USW00023044        6497S
USW00023047        5096S
USW00023048        5215R
USW00023049        3920R
USW00023050        4806S
USW00023051        4381R
USW00023052        3607R
USW00023054        3367S
USW00023055        5325R
USW00023058        6429S
USW00023061        2770S
USW00023062        3718S
USW00023063        2749R
USW00023064        4613S
USW00023065        4027C
USW00023066        4086S
USW00023067        4525S
USW00023070        4089S
USW00023072        5514S
USW00023078        5756R
USW00023081        3700S
USW00023090        4112R
USW00023091        6968R
USW00023110        5431S
USW00023129        6170R
USW00023130        6205R
USW00023136        4930R
USW00023152        6062S
USW00023153        3894S
USW00023154        2977C
USW00023155        6243R
USW00023156        5735R
USW00023157        4763S
USW00023158        8191S
USW00023159        2373R
USW00023160        7424S
USW00023161        6785S
USW00023162        3703R
USW00023169        7293S
USW00023170        4631R
USW00023174        5391C
USW00023176        3823R
USW00023177        3832R
USW00023179        8350S
USW00023182        5643R
USW00023183        8665S
USW00023184        4573S
USW00023185        3966S
USW00023187        4160S
USW00023188        5754S
USW00023190        4498R
USW00023191        4602R
USW00023194        4802S
USW00023195        8795R
USW00023199        8274Q
USW00023213        4307R
USW00023225        3123R
USW00023230        3868R
USW00023232        5055R
USW00023233        4132S
USW00023234        3935S
USW00023237        5218S
USW00023239        4597R
USW00023244        4777R
USW00023254        4923R
USW00023257        5212R
USW00023258        5748R
USW00023259        3396R
USW00023271        5414S
USW00023272        3554R
USW00023273        4153S
USW00023275        4576R
USW00023277        3973R
USW00023285        4746R
USW00023293        5188R
USW00023801        6444Q
USW00023802        6390Q
USW00023803        5439Q
USW00023904        5045Q
USW00023906        7971Q
USW00023907        6999Q
USW00023908        4828Q
USW00023909        4385Q
USW00024011        2968S
USW00024012        2756S
USW00024013        2759S
USW00024015        3644S
USW00024017        3522R
USW00024018        2877S
USW00024020        3775S
USW00024021        2959S
USW00024022        2246S
USW00024023        3744S
USW00024024        3540R
USW00024025        3507S
USW00024027        2590S
USW00024028        3629R
USW00024029        2967C
USW00024030        3782R
USW00024032        3622S
USW00024033        3202C
USW00024036        2423S
USW00024037        3232S
USW00024044        3351R
USW00024046        2769R
USW00024048        3239R
USW00024057        2506S
USW00024061        2955R
USW00024062        3137S
USW00024088        2848R
USW00024089        2958S
USW00024090        3302S
USW00024091        3945R
USW00024110        3412R
USW00024112        3183Q
USW00024119        3814R
USW00024120        3095S
USW00024121        3137S
USW00024126        3668R
USW00024127        3938S
USW00024128        3467C
USW00024130        2623S
USW00024131        3689C
USW00024132        2936R
USW00024133        2920S
USW00024135        2162S
USW00024137        2296S
USW00024138        2414R
USW00024139        2611S
USW00024141        3525S
USW00024143        2643C
USW00024144        2856S
USW00024145        2741R
USW00024148        3049Q
USW00024149        3544S
USW00024150        2642S
USW00024151        3027R
USW00024152        2043R
USW00024153        2711S
USW00024154        1323R
USW00024155        3460C
USW00024156        2940S
USW00024157        2804C
USW00024159        2930S
USW00024160        3690R
USW00024162        3671R
USW00024163        3810R
USW00024164        2151R
USW00024172        4165R
USW00024193        3868S
USW00024213        2412S
USW00024215        3185R
USW00024216        5496S
USW00024217        2271S
USW00024219        3785R
USW00024220        3326R
USW00024221        3080S
USW00024222        2319R
USW00024225        3947R
USW00024227        2600C
USW00024229        3391S
USW00024230        2916R
USW00024231        3591R
USW00024232        3180S
USW00024233        2780C
USW00024234        2919R
USW00024235        2377R
USW00024237        1362R
USW00024241        2876R
USW00024242        3201R
USW00024243        3330S
USW00024255        1917S
USW00024257        5432R
USW00024259        3449R
USW00024281        3008R
USW00024283        2108R
USW00024284        2170S
USW00024285        2157R
USW00024286        2000R
USW00025308        1385C
USW00025309        1097S
USW00025322        1081R
USW00025323        1157R
USW00025325        1254R
USW00025329        1142R
USW00025331        1210R
USW00025333        1074S
USW00025335        1132R
USW00025339         834S
USW00025367        1315R
USW00025501         763S
USW00025503         965C
USW00025506         861S
USW00025507         800S
USW00025516         764R
USW00025624         438C
USW00025628         152R
USW00025704         422P
USW00025713         164C
