"","station","precip_qual","precip","qual","lat","long"
"4048","USC00415415","4925S",4925,"S",31.4269,-94.8942
"4049","USC00415429","3593S",3593,"S",29.6756,-97.6578
"4050","USC00415435","6106R",6106,"R",30.2503,-94.1786
"4051","USC00415454","2860R",2860,"R",29.2358,-98.8433
"4052","USC00415477","4512S",4512,"S",30.9392,-95.9203
"4053","USC00415579","1457R",1457,"R",30.1925,-103.2717
"4054","USC00415596","1538R",1538,"R",30.3125,-104.0722
"4055","USC00415611","3846R",3846,"R",31.3336,-96.8581
"4056","USC00415618","5018S",5018,"S",32.5403,-94.3508
"4057","USC00415650","2919R",2919,"R",30.7478,-99.2306
"4058","USC00415658","2343R",2343,"R",34.025,-100.8172
"4059","USC00415659","4458S",4458,"S",28.6836,-95.9733
"4060","USC00415661","2879S",2879,"S",28.0372,-97.8725
"4061","USC00415701","1945R",1945,"R",26.1917,-98.2511
"4062","USC00415707","1514R",1514,"R",31.1331,-102.2217
"4063","USC00415721","2085R",2085,"R",26.565,-98.1236
"4064","USC00415742","3737R",3737,"R",29.81,-99.2497
"4065","USC00415757","3587S",3587,"S",31.435,-97.4011
"4066","USC00415766","4232R",4232,"R",33.2364,-96.6419
"4067","USC00415770","2727R",2727,"R",35.2361,-100.5922
"4068","USC00415821","2259R",2259,"R",34.7261,-100.5372
"4069","USC00415822","2332S",2332,"S",30.9144,-99.7958
"4070","USC00415836","2475S",2475,"S",26.0619,-97.8997
"4071","USC00415869","4034R",4034,"R",31.7003,-96.5142
"4072","USC00415875","2408R",2408,"R",35.7,-100.6436
"4073","USC00415891","1480R",1480,"R",32.0186,-102.0258
"4074","USC00415954","4302R",4302,"R",32.635,-95.4822
"4075","USC00415956","4620R",4620,"R",32.7167,-95.3667
"4076","USC00415972","2265R",2265,"R",26.2167,-98.4
"4077","USC00415999","1415R",1415,"R",31.5414,-102.9122
"4078","USC00416074","1893S",1893,"S",33.7192,-102.7597
"4079","USC00416104","2007S",2007,"S",30.7053,-104.0233
"4080","USC00416108","4770S",4770,"S",33.1689,-95.0056
"4081","USC00416119","4742S",4742,"S",33.1953,-95.2233
"4082","USC00416135","1838R",1838,"R",34.2192,-102.7328
"4083","USC00416137","1824S",1824,"S",33.9544,-102.7783
"4084","USC00416146","2643R",2643,"R",33.4539,-99.6158
"4085","USC00416177","4928S",4928,"S",31.6164,-94.6431
"4086","USC00416210","3905R",3905,"R",31.9611,-96.6881
"4087","USC00416276","3397S",3397,"S",29.7192,-98.1189
"4088","USC00416286","4745R",4745,"R",29.2667,-95.895
"4089","USC00416368","3395R",3395,"R",29.2283,-97.7675
"4090","USC00416499","2434R",2434,"R",31.4539,-100.4933
"4091","USC00416502","1345S",1345,"S",31.8797,-102.3592
"4092","USC00416636","3146R",3146,"R",33.3733,-98.7664
"4093","USC00416644","1896R",1896,"R",34.1797,-102.1356
"4094","USC00416680","6421R",6421,"R",30.2264,-93.7394
"4095","USC00416734","1886R",1886,"R",30.7169,-101.2061
"4096","USC00416740","2494R",2494,"R",34.0067,-100.2989
"4097","USC00416742","2540S",2540,"S",33.8083,-100.2981
"4098","USC00416747","2496S",2496,"S",31.5206,-99.9264
"4099","USC00416776","2319S",2319,"S",35.5544,-100.9736
"4100","USC00416780","1840R",1840,"R",30.2061,-101.5575
"4101","USC00416781","1901R",1901,"R",30.2678,-101.4533
"4102","USC00416785","2178S",2178,"S",35.4139,-101.3417
"4103","USC00416792","1376R",1376,"R",29.3272,-103.2061
"4104","USC00416794","4707R",4707,"R",33.6744,-95.5586
"4105","USC00416879","2473R",2473,"R",28.8889,-99.0897
"4106","USC00416892","1208R",1208,"R",31.4167,-103.5
"4107","USC00416932","1353R",1353,"R",31.7356,-102.5897
"4108","USC00416950","2210R",2210,"R",36.3897,-100.8239
"4109","USC00416959","1139R",1139,"R",29.6603,-103.1736
"4110","USC00417020","4747R",4747,"R",29.2353,-96.1817
"4111","USC00417028","4324R",4324,"R",33.3658,-97.0122
"4112","USC00417044","1797R",1797,"R",31.8903,-104.8078
"4113","USC00417074","1820R",1820,"R",33.1869,-102.8281
"4114","USC00417079","2045S",2045,"S",34.1892,-101.7022
"4115","USC00417111","3207R",3207,"R",28.9606,-98.4772
"4116","USC00417140","4239R",4239,"R",28.6575,-96.5553
"4117","USC00417170","3475R",3475,"R",27.8381,-97.0592
"4118","USC00417179","2897R",2897,"R",26.0942,-97.3094
"4119","USC00417184","2591S",2591,"S",26.5578,-97.4264
"4120","USC00417186","3593R",3593,"R",28.4342,-96.4278
"4121","USC00417206","2199R",2199,"R",33.1986,-101.3744
"4122","USC00417215","2787S",2787,"S",29.0283,-98.5686
"4123","USC00417232","3025R",3025,"R",29.9167,-99.7908
"4124","USC00417262","966R",966,"R",29.5711,-104.3714
"4125","USC00417300","3238S",3238,"S",31.9633,-98.4942
"4126","USC00417327","2742S",2742,"S",32.3664,-99.1925
"4127","USC00417336","2685R",2685,"R",34.2761,-99.7578
"4128","USC00417388","3218S",3218,"S",32.2619,-97.7064
"4129","USC00417458","2608R",2608,"R",26.4819,-97.8097
"4130","USC00417481","1257R",1257,"R",31.895,-103.9183
"4131","USC00417497","3509R",3509,"R",29.9667,-97.45
"4132","USC00417530","3443R",3443,"R",28.2939,-97.3297
"4133","USC00417533","3689R",3689,"R",28.3294,-97.2947
"4134","USC00417588","4161S",4161,"S",32.9964,-96.7428
"4135","USC00417622","2265R",2265,"R",26.3769,-98.8117
"4136","USC00417633","3136R",3136,"R",32.0817,-98.9658
"4137","USC00417669","2275R",2275,"R",31.8964,-100.4881
"4138","USC00417677","3214S",3214,"S",27.7894,-97.6619
"4139","USC00417704","3518S",3518,"S",28.0286,-97.0567
"4140","USC00417706","2656R",2656,"R",30.0039,-100.2064
"4141","USC00417743","2242R",2242,"R",32.4481,-100.5264
"4142","USC00417782","2476R",2476,"R",32.8556,-100.4611
"4143","USC00417841","4954S",4954,"S",31.8086,-95.1428
"4144","USC00417920","915R",915,"R",31.7456,-105.0806
"4145","USC00417936","5975S",5975,"S",31.0619,-94.1011
"4146","USC00417947","3486R",3486,"R",29.5253,-98.4539
"4147","USC00417951","5457R",5457,"R",31.5069,-94.1072
"4148","USC00417983","3573R",3573,"R",29.8833,-97.9494
"4149","USC00417992","2850R",2850,"R",31.1833,-98.7167
"4150","USC00418022","1472S",1472,"S",30.1414,-102.3917
"4151","USC00418040","1964R",1964,"R",35.7047,-101.5492
"4152","USC00418059","2490R",2490,"R",26.2656,-97.8714
"4153","USC00418081","2917S",2917,"S",27.2169,-97.6956
"4154","USC00418160","4292R",4292,"R",29.7714,-96.1456
"4155","USC00418169","3200R",3200,"R",29.4508,-98.7028
"4156","USC00418201","1836S",1836,"S",32.7131,-102.6467
"4157","USC00418221","2895R",2895,"R",33.6325,-99.2897
"4158","USC00418236","2516R",2516,"R",35.215,-100.2503
"4159","USC00418252","1554S",1554,"S",30.6886,-101.8272
"4160","USC00418274","4360S",4360,"S",33.7033,-96.6419
"4161","USC00418305","1124R",1124,"R",31.1831,-105.3542
"4162","USC00418323","2241S",2241,"S",34.4722,-101.3006
"4163","USC00418354","3428R",3428,"R",28.0353,-97.4972
"4164","USC00418415","3762R",3762,"R",30.0067,-97.1689
"4165","USC00418433","2268R",2268,"R",32.71,-100.9111
"4166","USC00418446","3867S",3867,"S",30.3367,-96.5403
"4167","USC00418449","2303R",2303,"R",30.5831,-100.6503
"4168","USC00418523","2119R",2119,"R",36.1981,-101.1847
"4169","USC00418566","2275R",2275,"R",33.4792,-100.8761
"4170","USC00418583","2591R",2591,"R",32.9403,-99.8036
"4171","USC00418630","2046R",2046,"R",31.8347,-100.9828
"4172","USC00418646","3678R",3678,"R",31.0372,-97.5283
"4173","USC00418692","1777R",1777,"R",36.3372,-102.0753
"4174","USC00418728","5035R",5035,"R",29.6183,-95.6358
"4175","USC00418743","4718S",4718,"S",33.1481,-95.6269
"4176","USC00418818","2121S",2121,"S",33.1714,-101.7981
"4177","USC00418861","3573R",3573,"R",30.57,-97.4092
"4178","USC00418862","3517R",3517,"R",30.5844,-97.4156
"4179","USC00418910","3611R",3611,"R",31.0781,-97.3183
"4180","USC00418926","1274R",1274,"R",29.4744,-103.4061
"4181","USC00418942","5196S",5196,"S",33.4367,-94.0772
"4182","USC00418996","4778R",4778,"R",29.4822,-95.6314
"4183","USC00419014","2767R",2767,"R",33.1806,-99.1897
"4184","USC00419031","2399R",2399,"R",28.4114,-98.5294
"4185","USC00419068","5492R",5492,"R",31.175,-93.5653
"4186","USC00419088","916S",916,"S",31.4028,-106.0581
"4187","USC00419101","5618R",5618,"R",30.7931,-94.1819
"4188","USC00419163","2723R",2723,"R",33.7569,-99.8617
"4189","USC00419175","2157S",2157,"S",34.5269,-101.8392
"4190","USC00419191","2456S",2456,"S",34.3956,-100.8972
"4191","USC00419207","4663R",4663,"R",32.3067,-95.2969
"4192","USC00419268","2460R",2460,"R",29.185,-99.8325
"4193","USC00419270","1348R",1348,"R",30.5908,-104.4914
"4194","USC00419295","1158R",1158,"R",31.0417,-104.8372
"4195","USC00419346","2794R",2794,"R",34.1517,-99.3256
"4196","USC00419417","3637R",3637,"R",31.6003,-97.2169
"4197","USC00419491","4168S",4168,"S",30.3236,-96.1594
"4198","USC00419499","2284R",2284,"R",31.6725,-100.7283
"4199","USC00419522","3912R",3912,"R",32.4281,-96.8422
"4200","USC00419532","3577S",3577,"S",32.7483,-97.77
"4201","USC00419559","3670R",3670,"R",28.1136,-97.4178
"4202","USC00419565","2226S",2226,"S",34.8422,-100.2103
"4203","USC00419588","2480R",2480,"R",26.1781,-97.9708
"4204","USC00419715","3619S",3619,"S",31.8611,-97.375
"4205","USC00419754","5731R",5731,"R",30.5164,-94.4383
"4206","USC00419800","4415S",4415,"S",32.7017,-96.015
"4207","USC00419847","2458S",2458,"S",31.9678,-99.9586
"4208","USC00419916","4917S",4917,"S",33.3042,-94.1728
"4209","USC00419952","4062S",4062,"S",29.2739,-97.1556
"4210","USC00419976","1977R",1977,"R",26.8706,-99.2536
"4211","USC00420050","886R",886,"R",40.8997,-109.1528
"4212","USC00420061","2053R",2053,"R",40.4644,-111.7708
"4213","USC00420072","5423R",5423,"R",40.5906,-111.6369
"4214","USC00420074","970R",970,"R",40.3561,-110.2878
"4215","USC00420086","1711S",1711,"S",37.4403,-112.4819
"4216","USC00420168","896R",896,"R",38.2486,-111.9608
"4217","USC00420336","880R",880,"R",38.6164,-109.6192
"4218","USC00420490","1338R",1338,"R",41.3,-112.2667
"4219","USC00420527","2117R",2117,"R",38.2681,-112.4814
"4220","USC00420688","712R",712,"R",37.0769,-111.6639
"4221","USC00420730","933R",933,"R",38.7075,-112.9539
"4222","USC00420738","1386S",1386,"S",37.6131,-109.4847
"4223","USC00420757","2931R",2931,"R",37.5928,-112.8639
"4224","USC00420788","777S",777,"S",37.2825,-109.5575
"4225","USC00420820","2336S",2336,"S",40.8547,-111.8903
"4226","USC00420849","1134S",1134,"S",37.905,-111.42
"4227","USC00420900","3442R",3442,"R",37.6933,-112.8469
"4228","USC00420928","1711R",1711,"R",41.5239,-112.0436
"4229","USC00421008","1668R",1668,"R",37.6411,-112.1689
"4230","USC00421020","624R",624,"R",37.53,-110.7203
"4231","USC00421144","683R",683,"R",39.8997,-113.7128
"4232","USC00421163","956R",956,"R",38.46,-109.8214
"4233","USC00421168","842R",842,"R",38.1506,-109.7822
"4234","USC00421171","815R",815,"R",38.2917,-111.2622
"4235","USC00421214","807S",807,"S",39.2078,-111.0125
"4236","USC00421241","1028R",1028,"R",38.6514,-109.3986
"4237","USC00421308","1529R",1529,"R",37.7158,-109.0828
"4238","USC00421432","939R",939,"R",38.1706,-112.2786
"4239","USC00421446","2810R",2810,"R",40.8397,-111.8314
"4240","USC00421731","1672R",1672,"R",41.5481,-112.1106
"4241","USC00421759","2654R",2654,"R",40.6242,-111.7869
"4242","USC00421918","1776S",1776,"S",41.8328,-112.0558
"4243","USC00422057","2380R",2380,"R",40.4047,-111.5286
"4244","USC00422101","887S",887,"S",39.2872,-112.6519
"4245","USC00422150","974R",974,"R",38.8128,-109.2997
"4246","USC00422173","907R",907,"R",40.4378,-109.3045
"4247","USC00422253","1011R",1011,"R",40.1678,-110.395
"4248","USC00422257","885R",885,"R",40.1839,-112.9217
"4249","USC00422385","1511S",1511,"S",40.9675,-111.4308
"4250","USC00422418","1251R",1251,"R",39.95,-111.95
"4251","USC00422424","2493R",2493,"R",39.5997,-111.2128
"4252","USC00422558","1487R",1487,"R",37.5764,-113.715
"4253","USC00422561","1042R",1042,"R",37.7697,-113.6556
"4254","USC00422578","1306S",1306,"S",39.3583,-111.5992
"4255","USC00422592","1017S",1017,"S",37.7686,-111.5978
"4256","USC00422607","689R",689,"R",39.1078,-113.9533
"4257","USC00422696","1270R",1270,"R",40.2703,-112.0944
"4258","USC00422702","1742R",1742,"R",39.7483,-111.4164
"4259","USC00422726","2195R",2195,"R",41.0222,-111.9353
"4260","USC00422798","876S",876,"S",39.0875,-111.1325
"4261","USC00422828","1667S",1667,"S",38.9664,-112.3278
"4262","USC00422852","815R",815,"R",39.84,-113.3978
"4263","USC00422864","1219R",1219,"R",40.9317,-109.4117
"4264","USC00422996","596R",596,"R",40.2842,-109.8611
"4265","USC00423012","1162R",1162,"R",38.5778,-112.3347
"4266","USC00423097","1873R",1873,"R",40.7236,-112.1981
"4267","USC00423348","1246R",1246,"R",40.6019,-112.5075
"4268","USC00423418","760R",760,"R",38.9906,-110.1544
"4269","USC00423486","1154R",1154,"R",41.7139,-113.8694
"4270","USC00423600","1003R",1003,"R",38.2553,-110.18
"4271","USC00423809","1585S",1585,"S",40.4917,-111.4261
"4272","USC00423980","722R",722,"R",37.875,-110.3878
"4273","USC00424100","1124R",1124,"R",37.3858,-109.075
"4274","USC00424135","2227S",2227,"S",41.2403,-111.7131
"4275","USC00424174","1090R",1090,"R",40.0378,-113.9886
"4276","USC00424342","870S",870,"S",40.3642,-109.345
"4277","USC00424362","1716R",1716,"R",40.3375,-112.6114
"4278","USC00424467","1721R",1721,"R",40.6492,-111.2847
"4279","USC00424508","1519S",1519,"S",37.0286,-112.5367
"4280","USC00424527","1698R",1698,"R",38.8067,-112.4367
"4281","USC00424748","815R",815,"R",40.8133,-113.2
"4282","USC00424755","1163S",1163,"S",37.5142,-111.9883
"4283","USC00424764","1008R",1008,"R",38.5086,-111.8842
"4284","USC00424856","1360S",1360,"S",41.825,-111.3208
"4285","USC00424947","1400R",1400,"R",38.3011,-109.2336
"4286","USC00424968","1156S",1156,"S",37.2008,-113.2686
"4287","USC00425065","1531R",1531,"R",39.5608,-111.8653
"4288","USC00425148","793R",793,"R",38.4058,-111.6433
"4289","USC00425182","1747R",1747,"R",41.7353,-111.8561
"4290","USC00425186","1974R",1974,"R",41.7456,-111.8033
"4291","USC00425194","1858R",1858,"R",41.6661,-111.8914
"4292","USC00425252","1043R",1043,"R",37.1431,-114.0214
"4293","USC00425268","1443R",1443,"R",40.5603,-109.6642
"4294","USC00425377","914R",914,"R",40.99,-109.7258
"4295","USC00425402","1401S",1401,"S",39.2583,-111.6306
"4296","USC00425477","833R",833,"R",38.4486,-112.2275
"4297","USC00425582","682S",682,"S",37.1497,-109.8675
"4298","USC00425733","945S",945,"S",38.5744,-109.5458
"4299","USC00425805","1623S",1623,"S",37.8736,-109.3075
"4300","USC00425826","1774R",1774,"R",41.0428,-111.6722
"4301","USC00425837","1094R",1094,"R",39.5267,-111.5872
"4302","USC00425892","2558R",2558,"R",40.7497,-111.7222
"4303","USC00425969","697R",697,"R",40.1942,-110.0617
"4304","USC00426053","1291R",1291,"R",37.6094,-109.9772
"4305","USC00426123","942R",942,"R",40.4178,-110.0511
"4306","USC00426135","1551S",1551,"S",39.7122,-111.8319
"4307","USC00426181","1765R",1765,"R",37.4636,-113.2897
"4308","USC00426357","1490R",1490,"R",39.3758,-112.3342
"4309","USC00426404","2233R",2233,"R",41.2439,-111.9467
"4310","USC00426414","1836R",1836,"R",41.2319,-112.0283
"4311","USC00426455","2015R",2015,"R",40.3161,-111.6539
"4312","USC00426534","1681R",1681,"R",37.2722,-112.6389
"4313","USC00426538","1326R",1326,"R",40.2767,-111.7369
"4314","USC00426568","744R",744,"R",40.1342,-109.6422
"4315","USC00426601","981R",981,"R",37.8156,-112.4386
"4316","USC00426686","1242R",1242,"R",37.8622,-112.8292
"4317","USC00426708","730R",730,"R",39.6308,-113.8858
"4318","USC00426869","3257R",3257,"R",41.2578,-111.8378
"4319","USC00426919","1814S",1814,"S",40.3675,-111.7339
"4320","USC00427064","1975S",1975,"S",40.2458,-111.6508
"4321","USC00427165","1353R",1353,"R",41.6628,-111.1861
"4322","USC00427260","848S",848,"S",38.7619,-112.0775
"4323","USC00427271","2074S",2074,"S",41.9064,-111.81
"4324","USC00427395","745R",745,"R",40.2878,-109.9586
"4325","USC00427408","1200R",1200,"R",41.8186,-113.4133
"4326","USC00427516","880R",880,"R",37.1069,-113.5611
"4327","USC00427557","1079R",1079,"R",38.9594,-111.8547
"4328","USC00427559","1404R",1404,"R",38.9139,-111.4161
"4329","USC00427606","1857R",1857,"R",40.7708,-111.8964
"4330","USC00427686","1882R",1882,"R",39.9578,-111.7794
"4331","USC00427714","1447R",1447,"R",39.2453,-112.1067
"4332","USC00427729","2571R",2571,"R",39.6842,-111.2056
"4333","USC00427800","922R",922,"R",38.85,-112
"4334","USC00427846","4430R",4430,"R",40.6008,-111.5842
"4335","USC00427909","2165R",2165,"R",40.5453,-111.5042
"4336","USC00427931","1315R",1315,"R",41.9667,-112.7167
"4337","USC00428119","2189S",2189,"S",40.0797,-111.6044
"4338","USC00428478","1412R",1412,"R",39.5517,-110.3853
"4339","USC00428668","1430R",1430,"R",41.7197,-112.4264
"4340","USC00428733","2433R",2433,"R",40.4447,-111.7075
"4341","USC00428771","2008S",2008,"S",40.5278,-112.2975
"4342","USC00428817","1703R",1703,"R",41.7108,-112.1636
"4343","USC00428828","1755R",1755,"R",41.9153,-111.9128
"4344","USC00428973","1349R",1349,"R",40.3597,-111.8972
"4345","USC00429133","1103S",1103,"S",40.1053,-112.435
"4346","USC00429136","1464R",1464,"R",37.3522,-113.6664
"4347","USC00429152","673R",673,"R",38.4831,-113.4264
"4348","USC00429165","1688S",1688,"S",40.7908,-111.4078
"4349","USC00429368","915S",915,"S",39.5447,-110.6861
"4350","USC00429595","1004S",1004,"S",41.525,-111.1494
"4351","USC00429717","1619S",1619,"S",37.2092,-112.9814
"4352","USC00430499","4106R",4106,"R",43.1333,-72.45
"4353","USC00431243","4682S",4682,"S",43.3847,-72.5989
"4354","USC00431360","4077R",4077,"R",43.9833,-72.45
"4355","USC00432769","4174R",4174,"R",44.9094,-72.8083
"4356","USC00432843","4122R",4122,"R",44.5078,-73.1153
"4357","USC00434120","4419R",4419,"R",44.8128,-71.8903
"4358","USC00435376","4223R",4223,"R",44.5139,-72.6236
"4359","USC00435416","8130S",8130,"S",44.5247,-72.8153
"4360","USC00435542","4135S",4135,"S",44.9489,-72.1911
"4361","USC00435733","4378R",4378,"R",44.1647,-72.6567
"4362","USC00435740","4435R",4435,"R",44.1,-72.6167
"4363","USC00436500","4533R",4533,"R",42.7917,-73.2228
"4364","USC00436761","5128R",5128,"R",42.75,-72.9333
"4365","USC00436893","4813R",4813,"R",43.8578,-72.8045
"4366","USC00436995","4046S",4046,"S",43.6253,-72.9781
"4367","USC00437032","3768R",3768,"R",44.8592,-73.0911
"4368","USC00437098","3983S",3983,"S",43.9256,-73.0992
"4369","USC00437607","3364S",3364,"S",44.6264,-73.3031
"4370","USC00437612","4798R",4798,"R",44.0725,-72.9736
"4371","USC00438160","4726R",4726,"R",43.0908,-73.1244
"4372","USC00438600","4858R",4858,"R",42.7717,-72.515
"4373","USC00438815","4316R",4316,"R",44.3167,-72.75
"4374","USC00439099","4289R",4289,"R",44.6464,-71.9833
"4375","USC00439984","4380R",4380,"R",43.6303,-72.5072
"4376","USC00440021","4564R",4564,"R",36.6672,-81.9653
"4377","USC00440187","4419R",4419,"R",37.345,-77.9781
"4378","USC00440243","4659R",4659,"R",37.3558,-78.8314
"4379","USC00440327","4341S",4341,"S",37.75,-77.4833
"4380","USC00440551","4508R",4508,"R",37.3475,-79.5233
"4381","USC00440720","5419R",5419,"R",38.5217,-78.4356
"4382","USC00440735","5211R",5211,"R",36.8628,-82.7711
"4383","USC00440766","4089S",4089,"S",37.2017,-80.4133
"4384","USC00440792","4031S",4031,"S",37.0997,-81.1161
"4385","USC00440993","4298R",4298,"R",37.7092,-78.2886
"4386","USC00441082","4496R",4496,"R",37.0675,-78.9517
"4387","USC00441121","4120R",4120,"R",37.5272,-79.6778
"4388","USC00441209","4588S",4588,"S",37.0925,-81.3358
"4389","USC00441322","4604R",4604,"R",37.0375,-77.9461
"4390","USC00441585","4476R",4476,"R",37.0322,-78.3819
"4391","USC00441593","4768S",4768,"S",38.0328,-78.5225
"4392","USC00441606","4586R",4586,"R",36.7775,-78.4756
"4393","USC00441614","4524S",4524,"S",36.8225,-79.4106
"4394","USC00441692","4073R",4073,"R",37.1278,-80.4033
"4395","USC00441746","4306R",4306,"R",36.6214,-78.5506
"4396","USC00441825","4561R",4561,"R",37.1453,-82.4911
"4397","USC00441913","4403R",4403,"R",38.2506,-76.9628
"4398","USC00442009","4328R",4328,"R",38.2022,-77.3747
"4399","USC00442044","3779S",3779,"S",37.8106,-79.9883
"4400","USC00442142","4245R",4245,"R",37.6664,-77.8769
"4401","USC00442208","3648S",3648,"S",38.4553,-78.9353
"4402","USC00442245","4494S",4494,"S",36.5869,-79.3886
"4403","USC00442663","3528R",3528,"R",38.8025,-78.5853
"4404","USC00442790","4467S",4467,"S",36.6983,-77.5597
"4405","USC00442941","4381R",4381,"R",37.3264,-78.3864
"4406","USC00443192","4299R",4299,"R",38.3167,-77.45
"4407","USC00443229","4092R",4092,"R",38.9042,-78.1822
"4408","USC00443267","4357R",4357,"R",36.6633,-80.9139
"4409","USC00443310","3884S",3884,"S",37.9458,-79.9542
"4410","USC00443640","4436S",4436,"S",37.2822,-82.0894
"4411","USC00444044","4820S",4820,"S",36.6831,-76.7683
"4412","USC00444101","4628R",4628,"R",37.2992,-77.2775
"4413","USC00444128","4350R",4350,"R",37.9969,-79.8317
"4414","USC00444414","4281S",4281,"S",36.6003,-78.3011
"4415","USC00444600","4667R",4667,"R",37.7233,-76.39
"4416","USC00444768","4573R",4573,"R",36.7711,-77.7928
"4417","USC00444777","4290R",4290,"R",36.9028,-82.0383
"4418","USC00444876","4051R",4051,"R",37.795,-79.4136
"4419","USC00445050","4418S",4418,"S",38.0422,-78.0061
"4420","USC00445096","4226R",4226,"R",38.6661,-78.3728
"4421","USC00445117","4148R",4148,"R",37.3847,-79.2289
"4422","USC00445300","4512R",4512,"R",36.7056,-79.865
"4423","USC00445338","4650R",4650,"R",37.4031,-76.2689
"4424","USC00445595","4428S",4428,"S",38.3064,-79.7197
"4425","USC00445700","4468R",4468,"R",38.0111,-78.4494
"4426","USC00445851","4348R",4348,"R",39.0642,-77.8883
"4427","USC00445880","4472R",4472,"R",38.3311,-79.6586
"4428","USC00446475","4498S",4498,"S",37.5831,-75.8217
"4429","USC00446491","4178S",4178,"S",37.8142,-78.2644
"4430","USC00446626","4755R",4755,"R",36.7381,-82.9967
"4431","USC00446692","4735R",4735,"R",36.7764,-80.0272
"4432","USC00446712","4299S",4299,"S",38.2322,-78.1203
"4433","USC00446955","3694S",3694,"S",37.0556,-80.7842
"4434","USC00446999","3827R",3827,"R",37.2008,-80.5864
"4435","USC00447174","4284R",4284,"R",37.0947,-81.7936
"4436","USC00447278","4447R",4447,"R",37.3617,-79.9592
"4437","USC00447338","4706R",4706,"R",36.9769,-79.8961
"4438","USC00447506","4518R",4518,"R",36.8894,-81.7711
"4439","USC00447925","4489S",4489,"S",36.6956,-78.8808
"4440","USC00447985","4718R",4718,"R",38.6553,-78.2272
"4441","USC00448022","3911S",3911,"S",37.2714,-80.7131
"4442","USC00448062","3910S",3910,"S",38.1692,-79.0844
"4443","USC00448084","4293S",4293,"S",38.9828,-77.4892
"4444","USC00448129","4697R",4697,"R",36.9742,-77.4042
"4445","USC00448170","5027R",5027,"R",36.6364,-80.2514
"4446","USC00448192","4949S",4949,"S",36.7297,-76.6014
"4447","USC00448600","4425S",4425,"S",37.6458,-78.965
"4448","USC00448737","4436R",4436,"R",38.9,-77.2664
"4449","USC00448800","4743R",4743,"R",36.9839,-77.0078
"4450","USC00448829","4268S",4268,"S",37.7433,-77.04
"4451","USC00448888","4448R",4448,"R",38.6811,-77.7678
"4452","USC00448894","4396S",4396,"S",37.9881,-76.7769
"4453","USC00449025","4538S",4538,"S",37.5658,-76.8
"4454","USC00449151","4831S",4831,"S",37.3017,-76.7039
"4455","USC00449181","3833S",3833,"S",39.1881,-78.1514
"4456","USC00449186","3802R",3802,"R",39.1833,-78.1167
"4457","USC00449215","4798S",4798,"S",36.9986,-82.5389
"4458","USC00449263","3826R",3826,"R",38.8969,-78.4678
"4459","USC00449301","3842S",3842,"S",36.9317,-81.0942
"4460","USC00450008","8447S",8447,"S",46.9658,-123.8292
"4461","USC00450013","13060R",13060,"R",47.2614,-123.7147
"4462","USC00450176","2783R",2783,"R",48.5119,-122.6136
"4463","USC00450456","10668R",10668,"R",47.7722,-121.4819
"4464","USC00450482","5260S",5260,"S",45.7717,-122.5286
"4465","USC00450587","3525R",3525,"R",48.7178,-122.5114
"4466","USC00450668","1311R",1311,"R",45.9981,-120.3006
"4467","USC00450729","4100S",4100,"S",48.9775,-122.7928
"4468","USC00450844","2812S",2812,"S",48.9947,-117.3544
"4469","USC00450872","5637R",5637,"R",47.5689,-122.6828
"4470","USC00450945","4780S",4780,"S",47.1694,-122.0036
"4471","USC00451233","9739S",9739,"S",47.4144,-121.7561
"4472","USC00451276","4704S",4704,"S",46.72,-122.9528
"4473","USC00451350","1139R",1139,"R",47.8361,-120.0381
"4474","USC00451395","2053R",2053,"R",48.2733,-117.7408
"4475","USC00451400","1084S",1084,"S",47.9967,-119.6483
"4476","USC00451484","4685R",4685,"R",48.9672,-122.3292
"4477","USC00451496","10891R",10891,"R",47.5711,-124.2922
"4478","USC00451586","1979R",1979,"R",46.8833,-117.35
"4479","USC00451630","1984R",1984,"R",48.5472,-117.9019
"4480","USC00451679","7042S",7042,"S",48.5397,-121.7422
"4481","USC00451690","862R",862,"R",46.6644,-118.8828
"4482","USC00451760","11274R",11274,"R",46.0625,-122.2042
"4483","USC00451767","1079R",1079,"R",47.9544,-118.9997
"4484","USC00451783","2145R",2145,"R",48.2072,-122.6914
"4485","USC00451939","8984S",8984,"S",47.3706,-123.16
"4486","USC00452007","1389R",1389,"R",47.6542,-118.1408
"4487","USC00452030","1907R",1907,"R",46.3153,-118.0022
"4488","USC00452157","7719S",7719,"S",48.7142,-121.1431
"4489","USC00452505","896R",896,"R",46.9692,-120.54
"4490","USC00452531","6904S",6904,"S",47.0092,-123.4008
"4491","USC00452542","936R",936,"R",46.3992,-119.1561
"4492","USC00452548","5590R",5590,"R",48.0164,-123.5906
"4493","USC00452563","1314R",1314,"R",47.6983,-120.3228
"4494","USC00452675","3844R",3844,"R",47.9753,-122.195
"4495","USC00452914","11972S",11972,"S",47.9558,-124.3539
"4496","USC00453177","6702R",6702,"R",46.5186,-122.1383
"4497","USC00453184","3137R",3137,"R",46.0089,-121.2633
"4498","USC00453222","1722R",1722,"R",45.8081,-120.8428
"4499","USC00453226","1531R",1531,"R",45.8167,-120.8167
"4500","USC00453284","5488R",5488,"R",47.3,-122.8667
"4501","USC00453320","7501S",7501,"S",46.8008,-124.0864
"4502","USC00453333","10562R",10562,"R",46.3872,-123.5603
"4503","USC00453515","1274S",1274,"S",47.4933,-118.25
